Principal_Component_1,Principal_Component_2
0.18492743448655397,-0.6873465143101001
0.5813119325390564,-0.13110067855686328
-0.5682458173973463,-0.8183309201683271
-0.23379030820874075,-0.29913312671947
-0.28485362613516535,-1.9658049110565035
-0.2418116985389796,0.23303027855750197
-0.6393462185147707,0.018103838489844624
-0.6429715284623607,-0.8385308763453607
-0.13563014497215434,0.7007898898534239
-0.6978212436378997,0.9933699023973553
-0.11568454122002188,-1.6622213455790655
-0.3037089140940999,-0.78043601694637
-0.4232964617918011,-0.7874478748514865
-0.34387625326742044,-0.9731373949133446
-0.26450139433627473,0.8730224922031707
-0.1800112054828409,-0.18172444166361232
-0.3005544359778251,-0.2560020941596734
-0.9699814183688732,-2.072523233316492
-0.38126415316160184,0.6804008324843007
-0.24393317930276648,-1.2724529638343638
-1.4163934550023902,0.08118543732315546
-0.5378727280063106,0.3138960975958121
-0.9018128691670647,1.4384952768659711
-0.2569762350175639,-1.3473217053615114
-0.8825170019057288,-3.1334804587136404
-1.3801043807174642,0.20741807225051778
-1.1667548835326564,1.8912331381600456
-0.9672946415863375,1.3189426002265119
-0.6941861848426176,0.24198663961102593
-1.1592328290644511,-0.49183518774980656
-0.6927708116878262,0.869062823511917
-1.809227354655387,-0.9892418762738271
-1.0437266832258398,0.5230587836750142
-1.1996283054127876,0.5443417224881352
-1.4098472331354395,1.1336253210738103
-0.7514074995923617,2.8998187589275632
-1.4974331792027866,0.43621609967407776
-1.0051629945349112,-0.508964896093957
-0.6497334552092843,0.0021408795438524917
-1.3261558832807916,-1.8196922347944708
-1.1055304635322267,-0.6896033527083058
-1.7433788583380767,-0.39944232556733467
-1.1869677955880176,-0.5137349668492257
-0.8755896888900553,0.19605948672001577
-1.8435402134808139,-0.8425851339678874
-1.4911897590492957,1.1945622952925083
-1.138292391748775,0.032939790821270964
-1.776785957883142,0.028158775008683516
-1.4275058220447123,-0.3067129533249952
-1.3909606172046243,0.18592995945437
-1.58882619334806,0.8971192649864249
-1.5474589345106273,-0.8721904366794173
-1.1121656225682945,-0.649038254996094
-1.625243875993842,-0.2785846074572121
-1.7643810712666599,-1.3620546989587263
-2.0072688086059407,-0.8159102772483189
-1.7451186174781834,-0.46475044642224617
-1.7189921256480618,0.9441484717877091
-1.7294622772943837,0.3143316274993564
-2.068177729501016,0.24134252695823996
-1.5988319075544986,0.9243495582427247
-1.2782428863603452,-0.09285572186917082
-1.2777388728255683,0.44381974398362073
-1.8630571296776377,-0.07183752258826409
-1.7266483290502495,0.32545267238544573
-2.307420270390448,-0.5640731948501496
-2.601695543417991,-2.5117735390279288
-2.4040683048218416,-0.10192511128150855
-2.5270643798794006,1.5168283047937765
-1.9551104333039808,1.0025150041494584
-2.10257676304573,1.0500009378731672
-1.7484615442335882,1.3429835392356984
-1.9772301918217998,0.1359085504172832
-2.414388696926369,0.25326054817022714
-1.4165105600514512,-0.607713669238958
-2.927423875481722,-0.29381189673188784
-2.0857528948866237,0.6877264910548825
-1.9365513122423643,1.302602235390207
-2.548285318288239,-0.1104490130021584
-1.4839247967801787,-0.4284596576776962
-2.1078287628300307,0.046057213544302714
-2.4661831131939254,0.6716937910869262
-2.3209771183600303,-1.4531727519756659
-1.490943294045049,-2.34326871183072
-2.109885627651387,-0.5311821078122897
-2.1761609056267224,-1.2284515127472515
-2.585325861617986,-0.4843824349354343
-2.6174287708653194,-0.11157047817485435
-2.0086654411780565,-0.4246743121135704
-2.689774214676462,1.5591386595859487
-2.3354342132679022,0.38750893434289824
-2.587140394520266,0.35983259583660027
-2.131168407061701,0.6950157325118906
-2.316070432640762,-1.1398517839223263
-1.9407919796265045,1.132557560617026
-2.3111990798407076,-0.03945435422636791
-2.595605291048754,0.7468500172501057
-2.9578678949887465,-1.070566870602175
-2.5979681699299513,-1.5756299449941926
-2.291612953410492,0.9013292170773258
-1.9943993839879102,0.4382528526566788
-2.8733784900453974,-0.8942749261668462
-2.1244372898110635,-0.8582351391384033
-1.9632632991854109,1.225790738183013
-2.3505961440126724,-1.191788222179835
-2.05506769432053,1.773071259927369
-3.09221474067742,-0.8879851909215076
-3.038400655646624,0.7116532192950334
-3.1639233876908595,-0.3001075880070032
-2.0449235443275584,0.6829300630082484
-2.0719150493204546,-0.5215615776867798
-2.53691798424122,-0.12161423023649406
-2.522798151211641,0.09323945358757502
-3.3338376657535163,-0.9928856535637975
-1.8439530769411965,0.8329557351461202
-2.731377398870684,-0.48268203786108393
-2.5001227582580583,-0.19073235235740021
-2.196029508787785,-0.9880828932644572
-2.6864454341326307,-2.6166081356184128
-2.6895021978520073,-0.14621376369129663
-2.9139341083690415,2.564066759752171
-2.227296122205406,0.8653716638420089
-2.3323011719593905,0.043424723338056685
-2.022249003777215,-0.2216754558109552
-2.2761470415830667,0.08210531922378508
-3.2194987196147027,0.6277096371779982
-2.732699992521038,-1.1900893800853687
-2.624451685630431,1.2111421104499143
-2.6204432838417744,0.7968656195997518
-2.2317335261207814,0.8024913883795208
-2.8449015271788367,0.49382306157128225
-2.1438473230034707,0.07698175790431003
-2.3894417716100547,0.7451199850163018
-2.8287646591917968,0.6667239560098422
-2.746248429117919,-0.32725880514113015
-3.3029711499792604,-0.552144856242591
-2.151294945619029,0.155288609089896
-2.5585675347112735,1.6659776811284324
-3.17079405064093,-1.2456890575079802
-2.7050770390398005,-1.4927385587261375
-2.7236351991890726,0.2207764711224528
-2.314393072478892,0.1138830680905079
-2.3674791312869092,0.22329766716388888
-3.030691374414595,0.2971538441008276
-2.6362337563843465,-0.1843827726039733
-2.7476862821892074,1.6043097120703738
-3.155963855246556,-1.6367615856364761
-2.416550059780739,-0.8182250478292065
-2.657222301938222,-0.05972795212917711
-2.5042943994197646,-1.6589265356336065
-2.0659832881160947,-0.12426772954828906
-2.287003662303139,1.789919474184915
-2.466555824657404,0.0668294591795005
-2.8533836168991646,0.28522587294210494
-1.7307418517127267,-1.255308819689074
-2.2622593421020647,-0.5989583314489614
-2.776395304630565,-0.3367331732395783
-2.4718100105963434,-0.28474888618728994
-2.0512452592316563,1.3786737211233668
-2.5859474493804013,0.6307433963930332
-2.5279620682670716,-1.1154357891098394
-2.5588080160782876,0.300794541461499
-2.517154042141767,0.5700034952888116
-2.368361304828801,1.2310067180998912
-2.6702543244264674,1.693390565272196
-2.2619907223172784,-1.0142153425143383
-2.4194827684835643,-0.8010010067343092
-2.133361337224813,-1.2539727529174753
-2.98208752836996,-0.21309622836200723
-1.771293542174304,0.5325170820014462
-1.6536819794693685,1.0755937527250867
-2.6315067981001263,-0.04849754261195563
-2.249468136544837,-0.2922354026116958
-2.290266071007685,0.2006012113574152
-2.6900146645169896,-0.8320611290318076
-2.4539371344576875,2.2213403252423767
-2.551501639047073,-1.6369705591861405
-1.8796418065379186,0.24893083903608318
-1.7902099337538866,2.157400829367962
-2.160316489441694,0.06509037062901751
-1.9283106632799862,-0.15141758703853828
-2.1305244148372853,-0.3417531740088271
-1.881450791491504,-0.15519632260519028
-1.9450873490831837,1.4779785986177616
-2.2703100097125897,-2.2728609676547493
-1.812755877737035,1.6442482553713782
-2.075287302152711,-1.444410487359823
-1.9784010598064505,-0.24081393618727176
-1.4880498349470384,-0.4091421204942225
-1.449062009572227,0.6498888891638063
-1.860626060342488,-1.6319157247199276
-1.6048808692027767,0.5292908032992785
-2.116341455445168,2.145191670586206
-1.2886844434606677,-1.3872952549493813
-1.6125752317107882,0.23958013557346367
-1.886738859791071,-0.6539834372223157
-1.357223783140566,0.47791999575940564
-1.9580880887697152,0.04903117934326363
-1.3542948222429738,-0.6295087686313929
-1.3734496579488291,0.5371242838140066
-1.7317657594255402,1.9148429644071676
-1.3403720955053362,-0.15768385584772385
-1.8789347417650406,0.7846984489749979
-2.0795812258430035,-1.31883192889195
-1.6696715679965892,-0.9768568342292548
-1.0505439765670614,0.5243375122676742
-1.8582814568710997,1.5765257340728775
-1.0152959094374694,0.413974755041405
-2.053941715999446,-0.30201176463648755
-1.354317322241298,0.04875606187274154
-1.3984218471848247,-1.2690517627554696
-1.4629176473411265,0.6644042510822611
-1.4542342645303534,0.9500329448565342
-1.1714271982362923,-0.43910193967975264
-1.0968090980128353,-0.46299108305577485
-0.8704773662038866,0.3116714343077469
-0.9605332191542932,-0.4291434212649332
-0.9658714657304555,-0.042191080054061504
-1.070313705291763,2.214443808782337
-0.9305141603269377,-0.23400654696898027
-1.3317513787771167,-0.33686570622779294
-1.0930919808680406,-0.6650162533848001
-1.396401381051399,0.7967154471672279
-0.38958786039767085,-0.16684822241460337
-0.6889177168801991,-0.6543501474019197
-1.068459200404167,1.4051477561340915
-0.7380545152172483,1.5036305576736013
-0.5021594910184413,-0.6051574079136182
-0.7486822373100104,-1.9304803246681579
-0.9898449021249026,1.0695436942879362
-0.4880820532753094,-0.6939077598541854
-0.9591053366488539,0.8428472295418802
-0.5029918633057631,-2.032249466969699
-0.8119235326044867,0.9374099814355127
-0.661298797074193,-1.2302590710825685
-0.3283175239348049,0.782819410668174
0.06410604783292086,0.025056903990405097
-0.16433291892138152,-0.9715939468388783
0.18409180406596437,-0.4017159963279643
-0.2013479948700219,0.7394789925422443
-0.7266884047652651,0.11589777173007533
-0.6319755528539347,0.6192543080682745
-0.5188222497392809,2.0763515987548584
-0.46533604330196726,-1.6115185299434807
0.19397505506048004,1.6997914865271386
-0.3627512641436058,0.11985578577873547
-0.038354007938571126,-0.9240971577554601
-0.26453047570952326,-1.3790105306312208
-0.5368048120155646,-0.18149316189004722
-0.5809357940467798,0.9704280959398527
0.06281477493449932,-0.1317126046078964
-0.47900455801696784,1.5834805973496326
-0.6389180723349771,-1.4980308900266652
0.3127193291344062,0.004904412844892918
0.13085525437618256,-1.3072721793790996
0.9213883105980529,0.4012738703270472
0.20876826579577562,0.9385693077831236
0.38419991146020693,-0.4320876695390857
-0.17460541349421027,-2.709100899677052
0.32464136895210616,0.22156120883225416
0.2929159817248756,0.45663315404648774
0.39366508350635304,0.4287314240634083
1.7210964359066607,1.2950253278107322
0.5878543257476372,-1.115292996324688
0.8628729324651708,0.7186649903299224
0.5021426725732878,1.2418050698533718
0.13377628453890836,-1.8442129590167442
1.291722138500937,0.3412821180649877
0.4492009943189941,-0.5262819755547936
1.148821122368179,-0.07449648252445598
0.6594725681334914,0.37194286280655625
0.7247260965482495,-0.513917870331163
0.6785728268877582,-0.6954908066674192
1.0124222536512941,0.041501913089290514
1.1854153691128833,-1.1357743244411593
0.3225859764093272,-1.139117350392659
0.7197488995194139,0.7023623777491758
0.9075766648584391,-1.2028348155656892
0.9070599619331651,0.6929427396418469
1.2035845596680275,0.4821534833762192
1.0332790495780892,-1.8018509416693393
0.4912966421270504,-0.7133008542826597
0.9680443909133025,1.2479344276921975
1.440001968811763,-1.029110493078856
0.8513221497813721,-0.47748433756632214
1.7738493435389615,0.47646404072616555
1.3710707503325343,0.8173709984934544
1.2540829911116118,-0.26447081263503797
1.080472250991967,-0.6269560871517893
0.7580833726295547,1.4702780124646846
1.5324930071093046,1.8068573443706066
1.5393720918646887,1.0103089815964454
1.508737402204326,0.08063520599255408
0.8349785247819258,-0.8545702038480404
0.9916820998886159,-0.8782670672065774
1.8596297599778349,0.5385186936265068
1.3222400296336934,0.4289820286253937
1.6447502326817975,1.4564712250414664
1.339697895746646,0.6716231569494573
1.4080731741253032,-1.5759659155895662
1.8753861309392785,1.089606152921575
1.5405724727460588,-1.057530265735024
1.510521477675082,-0.4090247058067807
1.4159410174655467,0.24916655402965962
1.6390508526888934,2.0655536000788812
1.63236226545794,3.2300715150701924
1.544585856594493,0.6253969135655166
1.6637536156833435,-0.20843882217636084
2.120323633737412,0.5496096060016167
1.5454591188933535,0.9067195131840131
1.7906234488138442,-0.35065740420118285
1.5557085689524708,1.8584673209223157
2.1141376610602873,0.23376289319305024
1.7787491308435415,0.5072623380531452
1.9832263957082834,0.6880321101246214
1.4701478739138234,0.41775720778288883
1.9453419107756769,0.8623715711122786
2.2700255741860262,-0.65735886883204
1.9227540664929672,-0.597199903049596
2.3401780791789704,-1.1604282949982783
1.866456393276614,0.43850998812410263
2.371556665765179,0.8025832474533922
2.8724205086001433,0.46713967418215424
1.6850088885177548,1.7325710383842339
2.13807281653551,-0.030234283400959856
2.664396259112479,0.6834179777833689
2.3856425969133435,-1.1459567927780783
1.8093349442658708,-0.4222385928031245
1.9168825412148778,0.7069999936549671
2.037911815363057,0.8655806006287078
1.8511961340079217,-0.3347731303793706
2.1502855639553724,-0.10405546330830659
1.8784930494258592,-1.6077427534889084
2.193705074439335,-0.40103484183285626
2.141658474129558,0.9099775753657926
2.367803292829939,0.5794141696767386
2.9209204909540865,0.5048774378557398
2.076196867591594,0.02441051830711673
2.538342082347451,-0.0084384840490016
2.3909265445760823,-0.7144339678843996
2.5120400317879783,0.7027986249905546
2.6072158126196787,0.4192653299331169
2.071159608241495,0.4848638589118034
2.634717978049289,-0.5731639247602228
2.5447197795710257,-2.271117235913482
2.5313629945921847,1.124929118007542
2.625133774403631,-0.5233977261159463
3.452487666998444,-0.918600363725731
2.3272542339751134,0.6956293089518196
2.3288481562205328,-0.4359144694462593
2.2483895912965566,1.0801735051022983
1.9624819781824585,0.6243157626712895
2.2475626434861407,0.687011475383491
2.8571782502093312,-1.4448261010193189
2.8930082712472527,1.2467658553972683
2.468770931274642,0.24381468855939536
2.224837397596052,-0.41302894835192683
2.7544934330979056,0.12489866959031268
2.247987254435691,-1.8775815395334443
2.883384033134126,0.4007256277340492
2.5238856651073904,-1.0964451075765258
1.8455775664161977,-1.4384931621233954
2.9927299532872524,-1.6063248408547468
3.0721075621013774,1.1447580291855781
2.2779022788345924,-0.6833739142675009
2.6209420819747145,1.5698118140094575
2.5898759921727885,-0.5821524475532119
2.58996558698962,-1.8035027603271954
2.778471116589536,-1.1871310095005283
3.310055208606481,1.2703362270616763
2.578707408990466,-0.18981648679536534
2.3519015898769395,-0.6020529301128292
1.9247567626453466,0.14065670928992471
2.1520674763891825,0.4992199375779213
2.252524386537573,1.1454769794749515
3.2145825059471234,1.4911825085185526
2.299057545795816,-0.4003250679219178
2.6644459314914726,-1.408743531645167
2.2596818680045683,-0.44996532911341514
3.1801197203131646,0.24566927206357936
3.4449938527717476,-1.0225693716935504
2.4553059554924124,-1.027569457823635
2.9416335234145703,0.319831379886584
2.978547093766286,-0.07322207058572752
2.9398387458877346,0.008017393335793379
3.077979711665784,-0.8079042849533912
2.7610359963231037,-0.263992827062444
2.1787891597323883,-0.9863542787175512
2.606323363341898,0.9086150896177927
2.96554446084934,1.058215247837292
2.9141716096377857,-1.9504301910463555
2.5722799919598316,-0.989913449117791
3.140243818687881,-1.5880827728862705
2.5586811077889973,-0.6914155768814231
2.7116418018078687,-0.10107378954205308
2.7831968218311225,-1.535758022719981
2.698339459792189,-0.9915654735209427
2.2038206814262944,-1.0644572863597854
2.882799884574727,0.1958580087093592
2.0222441432731446,0.049017005562000594
2.7726101000258256,-0.7792317958964974
2.4816019977014068,0.15566168401459385
2.4480464873084835,-0.5946683997626274
2.8052584964848717,-0.3014993875965359
2.6196906218718707,1.7199191887990886
2.2947592454818917,1.3780949256148016
2.176278159193961,-1.3878325993079557
2.7329811053873265,0.8431479161058014
2.581572036005495,0.8266807941260559
2.8641315435847408,-1.207855836895498
2.1328172628041715,0.8318940352843072
2.5455580676489378,1.5793473534975715
2.625665145910766,-1.1970811548771643
2.585543953168583,-0.968983683766138
2.257402806965301,1.0404107178445954
2.533749724426671,0.25927521370673556
2.2026742005550144,0.5619183718295494
2.307108801107956,0.33509088705206175
1.9574758763947246,0.38711211860494954
2.262773345897408,-1.403381196072026
2.249130261504232,1.0829071145946518
1.600406300202718,1.200452055566403
2.2500051437373383,-0.25909046693171944
1.7217607762918106,-0.06343753502661839
2.2082963691264506,-1.6057742713772092
1.387653145369546,0.5170284213022919
2.247867049324848,0.5687306412521493
2.0109506579203096,-0.07768585135237382
2.267784725861047,1.1666618321874482
2.2019988333632408,-0.3710823410034488
2.092226128136093,0.5640124633051745
2.850854378084047,-1.0792304998105864
1.621008128978275,-0.050055123428852606
1.1473737629023224,-0.20531713502684723
1.6721156399712718,0.22782250905361126
1.7796510272939285,-0.40410831074399606
1.263379264356876,-0.1511009731139886
2.322293161517228,0.8435698533382493
2.138874795046786,-0.47487937561739635
1.6310493641473762,-1.69339890360535
1.3631720674019656,1.8055647965419939
2.068077362940465,1.4297557947774375
2.226942300512599,-1.365091745142867
1.6466443340369012,0.7070670786624784
2.397896388806294,-0.532977519867155
1.2061525669388897,0.2606121059741981
1.0785280447818102,0.2900666677013426
1.562330652578526,-0.262952300725038
1.6238188801390898,-0.8311771556794539
1.772773015898242,-0.7332904351509945
1.5072718533369878,-0.9682051326543428
1.4199273291435208,-0.8736096884914678
1.296915938909824,-0.08941491352410162
1.860216885924288,-0.7501255914719204
1.5121794861256195,0.6996586026322017
1.728881331160818,1.5481276240135533
1.551655706381399,-0.613302015116071
1.5199211716898657,0.2420071288836469
1.5546816220765534,0.514067070546713
1.6075644979095716,0.48309830509810847
1.0726674710786779,0.08315489346206556
1.5260755020932224,0.7768476774405128
1.320341879725186,0.49674457461451493
1.2310105346043902,-1.290220620438787
1.0696150418075916,0.902257691069248
1.5584159019550683,0.9268886726291574
0.8039915417216593,-0.8025380141201345
1.4255645981875922,0.04714449842124324
1.0365408720328737,0.7093233386670794
0.6124049434794367,-0.22911775917754268
1.0445269766699856,1.1159580281514128
1.2056814189946876,2.4522281005595348
1.3212942204798168,-0.821355409557563
0.38481387894050545,-1.438912430257453
0.36807938089848313,0.32149015047693474
0.31447937433577344,0.7424657022296473
0.45996025473449903,-0.23917973737340836
-0.044224351867769254,1.5068318030107317
-0.3286154496598847,-1.3902348049399968
0.6491459842863422,0.7332675718152516
0.9104830883598701,-0.6269955238538557
0.9228591929203647,1.7950226880273095
0.6535632831847703,2.069538151822687
0.40792963253850784,-0.7939203594478588
0.5738273347055465,-0.5708148233435251
0.383821425858747,0.8905554162552434
0.8746902638254109,-0.3912538210917513
0.735721534667895,-0.03855814859383024
-0.03142854756800129,0.03939044847128532
0.17936130445962783,-1.9929752199969653
0.29716187964612506,-0.004844335146977049
-0.5302021032396291,-0.7182225258093873
0.06465140997362429,-0.5054016326423918
0.13815603475690633,1.5086148326527464
-0.3670830935027045,-1.3019067821949946
-0.0054917843301413895,0.8569491127691826
0.8540755646020916,-0.2779176618862108
0.34431414811727323,-0.28021801220232995
0.06107664573772727,0.8288120966349452
0.4425222138165314,0.363462921439604
